"Gene","Log2FC","AveExpr","t","P.Value","adj.P.Val","B","Log2Transformed"
"ABCG8",-0.0476277675288186,-0.105648465814676,-0.56362273071068,0.584478701406875,0.898117617999821,-5.96720445834367,FALSE
"ABHD1",0.6991581674246,0.401486979519498,1.01038333120989,0.334327171262802,0.784359443264662,-5.62316426844868,FALSE
"ABHD10",0.0368092269674717,-0.445300197759361,0.0894648646933903,0.930343573257788,1,-6.12598161772046,FALSE
"ABHD11",1.03055213518504,-0.0240505363458614,2.99091687178238,0.0124588577526546,0.305493954405425,-2.79038879690722,FALSE
"ABHD12",1.41153069253765,-0.335906187462839,3.29722491782242,0.00724530358417674,0.250421535971722,-2.2872147742491,FALSE
"ABHD12B",-0.567589546696364,0.416954609342229,-0.545055492536005,0.596747902259282,0.903098936426481,-5.97761519845385,FALSE
"ABHD13",-0.317744596312845,-0.380378221737558,-0.735576335698847,0.477598503864423,0.847875987677937,-5.85549795707256,FALSE
"ABHD14A",0.973705715655962,0.038698337586861,5.06968931485954,0.000377231126120929,0.0901158006412134,0.446480630789393,FALSE
"ABHD14B",0.0712048957706342,0.373312872820329,0.19591601919593,0.848299128892355,0.998368441983877,-6.11019663008469,FALSE
"ABHD15",0.365234211389168,0.629380989183445,1.08781845524726,0.300263845493728,0.764462804001957,-5.54671955740816,FALSE
"ABHD16A",0.168631395263334,-0.157770007941439,0.289014498258082,0.778020986339597,0.974657535928027,-6.08682362249547,FALSE
"ABHD16B",-0.096311149973473,-0.113526710357003,-0.163900578721357,0.872824517909468,1,-6.11617682261849,FALSE
"ABHD17A",0.281732671283904,0.168389731613894,0.539278957658208,0.600592227426333,0.904699145451616,-5.98078701032175,FALSE
"ABHD17B",-0.0233201241049259,0.194604060898735,-0.0347779357993907,0.972888774929688,1,-6.12951834464256,FALSE
"ABHD17C",0.989962685111864,0.229879338504375,1.62616735173841,0.132597067994152,0.637179423292994,-4.90451214367482,FALSE
"ABHD18",0.290064818332618,0.225514773231164,0.580564520888505,0.573401739923796,0.893105153422659,-5.95741924319622,FALSE
"ABHD2",-0.0884341447056179,0.249991164397992,-0.147840202459266,0.885182168562737,1,-6.11877799568541,FALSE
"ABHD3",0.417569796977451,0.44793820251151,1.29366501277275,0.222659311099667,0.716160704398147,-5.32248740654379,FALSE
"ABHD4",0.769202626544138,-0.129309294862142,1.03080359985778,0.325077674949301,0.778809006638598,-5.60344853072993,FALSE
"ABHD5",0.620658774933982,0.105180138418467,1.30598954992832,0.218582593739261,0.71382979305383,-5.30815545008658,FALSE
"ABHD6",-0.0293835357497443,-0.201132550942649,-0.0896659470891609,0.930187469590299,1,-6.12596287433519,FALSE
"ABHD8",0.689477820759805,0.0620523341830856,0.867381428800618,0.404520073867351,0.816544322606272,-5.75194875463843,FALSE
"ABI1",0.347161989764869,-0.275437089283301,0.524622892641635,0.610402995487858,0.907429383228625,-5.98869092828956,FALSE
"ABI2",0.00657807037366606,-0.113255509260206,0.0154781412774034,0.987931846738098,1,-6.13002341361401,FALSE
"ABI3",-0.0704623797824369,-0.302323138539319,-1.35422861943183,0.203212247538097,0.705337679386229,-5.25113621380014,FALSE
"ABI3BP",-0.00246668053946475,-0.0844488521051526,-0.00566472117703398,0.995583106256038,1,-6.13013146199564,FALSE
"ABL1",-0.0193355672988915,0.130896340633905,-0.0601176678039117,0.95315562461118,1,-6.12826639510899,FALSE
"ABL2",-0.0822053769995964,-0.108136088522604,-0.233488669453657,0.819731329548781,0.988507479175003,-6.10183221348155,FALSE
"ABLIM1",0.666461014937335,0.312595390424485,1.80662501497106,0.0986192011128936,0.588550689414927,-4.65410723272846,FALSE
"ABLIM2",0.742343107689655,-0.24731950346571,3.54451014701203,0.00469708355120538,0.217734117466836,-1.88378115714937,FALSE
"ABLIM3",0.850233654851938,-0.307456820714225,1.69104148432071,0.119333525880076,0.620327650511237,-4.81616806116463,FALSE
"ABO",1.44431725662043,0.199228161404053,4.40269490320504,0.00109531715595429,0.129952361969579,-0.531419564024446,FALSE
"ABR",0.180416772228485,-0.117837767795372,0.393454389946438,0.701609967213487,0.941539785367387,-6.05012732830844,FALSE
"ABRA",0.297207238140008,-0.202203965720772,1.87168458296251,0.0884532550131813,0.569935993444676,-4.56047716086288,FALSE
"ABRACL",0.355708319036421,0.0638755603809335,0.872897060386741,0.401636346486093,0.816544322606272,-5.74729145165202,FALSE
"ABRAXAS1",-0.0391767503835576,-0.198098779569362,-0.110018664035973,0.914404377439601,1,-6.12384848563814,FALSE
"ABRAXAS2",-0.491094534031126,0.144406085239874,-1.07231212757351,0.306865812290444,0.767462812889653,-5.56239019724687,FALSE
"ABT1",-0.0811868936969826,-0.0968101792344565,-0.164480687380606,0.872378795603834,1,-6.1160778764546,FALSE
"ABTB1",0.783828288484537,-0.591726584211124,1.85877217070468,0.0903910238120907,0.573961338428357,-4.57918967023046,FALSE
"ABTB2",1.71104066940991,0.277625374967756,4.31821473055339,0.0012591039926705,0.134349137615699,-0.660268091269161,FALSE
"ACAA1",1.27625048200442,0.101554925829783,4.02973648891871,0.00204046579163817,0.162535868162531,-1.10791369191897,FALSE
"ACAA2",-1.04586472689996,0.279910380753444,-2.7503762333529,0.0191048650616588,0.35445202320533,-3.18495695838935,FALSE
"ACACA",0.247841834637907,0.673736178518012,0.64275033080556,0.533741400597962,0.873519356861796,-5.9191891933519,FALSE
"ACACB",-0.05739434928143,0.260178569071532,-0.149839231629156,0.883642202333744,1,-6.11846876674799,FALSE
"ACAD10",0.433322743353785,0.224751996195355,1.00827379582118,0.335293655374363,0.78469226645352,-5.62518263673004,FALSE
"ACAD11",0.476820702196595,-0.251942314327566,0.851719569408212,0.412785502339184,0.818170556775264,-5.76503404751735,FALSE
"ACAD8",1.15581836314357,0.244248521708101,3.00762402932296,0.0120947077285939,0.304349794253566,-2.76292147510827,FALSE
"ACAD9",0.0438628107979658,-0.0491972405198894,0.0946886937632593,0.926289240675677,1,-6.12548106091495,FALSE
"ACADL",-0.177292260624774,-0.327435986291453,-1.215773425692,0.249877672228459,0.729293248924571,-5.41076802889852,FALSE
"ACADM",-0.135385137348471,-0.0789993302116188,-0.283903515609861,0.781832135985638,0.975828516217921,-6.08833652020736,FALSE
"ACADS",0.873158771990673,-0.218320306647321,1.44910639503946,0.175604730560541,0.683670804186962,-5.13486887856059,FALSE
"ACADSB",-0.211748255700237,0.0540787224202514,-0.43160353372239,0.674485906083283,0.932014250355786,-6.0340017687665,FALSE
"ACADVL",0.260659301887742,0.0769679554567114,0.609257723703661,0.554904299554997,0.882228539102774,-5.94022882651255,FALSE
"ACAN",0.099024802529895,-0.241758182603875,1.6813527631752,0.121236080196022,0.620598976271592,-4.8294865562517,FALSE
"ACAP1",1.10779852053501,-0.133111936760602,3.42517417491684,0.00578639726496131,0.227850032737839,-2.07798541146172,FALSE
"ACAP2",0.601354932288178,0.341847575581594,1.11883484057758,0.287384074960018,0.753775975015735,-5.51484160176038,FALSE
"ACAP3",0.0167256328792718,-0.192822578325312,0.0324959814856584,0.97466697022929,1,-6.12959828129792,FALSE
"ACAT1",-0.339814550816191,0.0490274024698515,-0.560755559032594,0.586364546323812,0.898913122931443,-5.96883353198863,FALSE
"ACAT2",0.0928308139452011,0.20409370645408,0.308359386127058,0.763651936390022,0.968552704828093,-6.08085706379137,FALSE
"ACBD3",0.540165912946659,0.171048134114868,1.40598451870541,0.187732173863726,0.694332451786435,-5.18837164555299,FALSE
"ACBD4",0.545082192313884,0.166971227197249,1.37175428910538,0.197855098874915,0.700742919680967,-5.23006372514662,FALSE
"ACBD5",0.228658229904259,-0.142208419226055,0.456267359385311,0.657200867691495,0.926261125241327,-6.02281112605543,FALSE
"ACBD6",-0.920983848768214,-0.01510199556813,-1.50137791027193,0.161805204451247,0.669794518404881,-5.06859946543674,FALSE
"ACBD7",0.0873273006648311,-0.288965876862667,0.203747755553319,0.842324041532046,0.99589549354856,-6.10857287217559,FALSE
"ACCS",-0.131412984080292,0.269857278682291,-0.4357085720317,0.67159497329381,0.930831738847216,-6.03218074711214,FALSE
"ACCSL",0.0224621914976203,-0.179218855039465,0.509060042376085,0.620909052794676,0.912142446632882,-5.99685765667347,FALSE
"ACD",0.195770328592975,0.537722624023623,0.27296675287052,0.790007477381206,0.978445118984057,-6.09148458151904,FALSE
"ACE",0.648433422131843,-0.216168932007044,1.72590965231801,0.112705837426034,0.610003188628982,-4.76788670690215,FALSE
"ACE2",1.00067681275905,0.0213316065012359,2.86349907616779,0.0156245886917302,0.327033481336083,-2.99968387211229,FALSE
"ACER1",0.080542290659603,-0.133813095479156,1.35449704636388,0.203129294585536,0.705177829032547,-5.25081487944705,FALSE
"ACER2",-0.151492623344681,-0.202748968955093,-0.555245301641189,0.589997881510054,0.900738897071308,-5.97194239887432,FALSE
"ACER3",0.121343056965497,0.213641416736355,0.218670866876667,0.830967718588929,0.992398756577859,-6.10530418078451,FALSE
"ACHE",0.500217249698846,0.141900992343832,1.04502089173197,0.318751080471218,0.776393325980484,-5.58953262910677,FALSE
"ACIN1",0.129787448625176,0.0998782646073409,0.338799139130269,0.741231061474715,0.958953886802279,-6.07070126866079,FALSE
"ACKR1",-0.00383902301390127,-0.304393281235989,-0.0912687295868895,0.928943312798844,1,-6.12581197293825,FALSE
"ACKR2",0.40965788907411,-0.211376458397374,2.95197232642819,0.0133511807557767,0.309787587163419,-2.85440048916551,FALSE
"ACKR3",0.762297466643221,-0.111603521780178,1.33290422300509,0.209892696129016,0.709079209475629,-5.27652145743216,FALSE
"ACKR4",-0.0849918039643973,-0.219164967154813,-0.388083965900231,0.705464619298521,0.942938476669047,-6.05228130581441,FALSE
"ACLY",-0.0100473540470213,0.244281317983091,-0.0212255368171364,0.983451294884266,1,-6.12991356211276,FALSE
"ACMSD",0.0640573456567877,-0.266434106258275,0.858320864668556,0.409287847568062,0.81750627663809,-5.75954392744572,FALSE
"ACO1",-0.458324883456871,-0.557182382614534,-1.36322471500188,0.200447467345251,0.702695955515277,-5.24034291065929,FALSE
"ACO2",0.802835885612713,-0.0786551234375599,1.34572867461261,0.205853618153037,0.708458220155356,-5.26128856775904,FALSE
"ACOD1",0.0665673232346323,-0.105580576992925,0.656204476667552,0.525372900999467,0.870736836472758,-5.91044479401628,FALSE
"ACOT1",0.288085651885128,-0.0492012384113091,0.502148826681993,0.625603326091239,0.913940231505176,-6.00040938344663,FALSE
"ACOT11",1.29548331554347,0.398038561130809,2.65669571489586,0.0225639689953419,0.375103232396943,-3.33773760865972,FALSE
"ACOT12",-0.0858096156751927,-0.221177949894381,-0.726877078675054,0.482699268588017,0.850165574220113,-5.86179745231469,FALSE
"ACOT13",-0.0647013146731824,0.540086684327913,-0.216529146138593,0.832595132574243,0.992869435830922,-6.10578736317688,FALSE
"ACOT2",0.051494309955436,0.343150486310258,0.142726234507123,0.889123992688275,1,-6.11955024786447,FALSE
"ACOT4",1.3680893213391,0.37615927600021,2.06796212784668,0.0633572379786266,0.51757926060462,-4.26889183875887,FALSE
"ACOT6",0.40743374699358,-0.0738300028075258,1.45644455151535,0.173608756310529,0.681756356675635,-5.12565781912587,FALSE
"ACOT7",-0.87307340792864,-0.0592666801580672,-1.74005767356041,0.110112344528883,0.606060797927857,-4.74814296794439,FALSE
"ACOT8",1.67449420668619,-0.586047697112534,4.52359969551907,0.000898759083930269,0.117645101732818,-0.348889227336664,FALSE
"ACOT9",-1.05053067027286,0.350126004264049,-2.55283128539144,0.0271269675270785,0.396429580274406,-3.5061557175173,FALSE
"ACOX1",0.696151140372308,-0.0519567423223376,1.49654241137712,0.163041394988201,0.669794518404881,-5.07479327629625,FALSE
"ACOX2",-0.137761243995857,-0.0662262742464525,-0.234436729273556,0.819013821465107,0.988333471640512,-6.1016024063676,FALSE
"ACOX3",0.413986947663265,-0.126229610427684,0.904314746912617,0.385480043791455,0.81123648798139,-5.72027981204124,FALSE
"ACOXL",1.17498659159717,0.0784213090421842,3.96362727452114,0.00228246218223324,0.166208591817379,-1.21206175762108,FALSE
"ACP1",-0.307086959013702,0.436478568108058,-0.57747631485884,0.575412386477665,0.893796017770988,-5.95922318339018,FALSE
"ACP2",0.256666228654852,-0.00376128167402826,0.543781133963139,0.597594895597628,0.903245495868892,-5.97831767451428,FALSE
"ACP4",-0.123885064545693,-0.0261347909159813,-0.35997862978167,0.725776438492774,0.951651013107061,-6.06308397175448,FALSE
"ACP5",0.914709780741431,-0.279645246201451,2.30418615077516,0.0420428458479822,0.460049168431302,-3.90326710669586,FALSE
"ACP6",0.997475622428153,0.36386067938484,2.47743895735774,0.0309965770043479,0.415410647356306,-3.62759028163197,FALSE
"ACP7",1.29765660492275,0.487305154640183,1.99366152064474,0.0719513014691153,0.539517109339614,-4.380761976738,FALSE
"ACPP",1.71270972303021,0.0729675228499044,4.0377833580522,0.00201289002965444,0.162535868162531,-1.09527456564559,FALSE
"ACR",0.823230952887763,-0.0730090908281874,4.32187624337361,0.00125149761596214,0.134349137615699,-0.654661720007468,FALSE
"ACRBP",0.436796613275768,-0.00522733305085066,1.00602351948873,0.336326885229766,0.785307416943263,-5.62733185025905,FALSE
"ACRV1",0.443957864232638,0.308398520497725,1.0130016348894,0.333130451815475,0.78356382334099,-5.62065431408432,FALSE
"ACSBG1",0.647901729371777,-0.109654474539303,3.76088405392067,0.00322869779276435,0.190443344189875,-1.53471522126251,FALSE
"ACSBG2",0.62739877300992,0.219595187813467,1.44291060076455,0.177305173057794,0.683958991274135,-5.14262217452753,FALSE
"ACSF2",1.59344206509381,-0.0222177348232587,4.16357432009304,0.00162888475553576,0.146148434568282,-0.898805032965174,FALSE
"ACSF3",0.426085017313632,0.152786036128648,1.153664825949,0.273433284024193,0.74329044829265,-5.47821159852601,FALSE
"ACSL1",0.908675553322147,-0.0890481413996397,1.91225098352459,0.0826115702980212,0.561028509029726,-4.50128759246639,FALSE
"ACSL3",0.662702546697346,0.294872987880297,1.75108136140833,0.108129013107179,0.604879494837249,-4.73269923182142,FALSE
"ACSL4",-0.281520823687135,-0.212476345676639,-0.459455142270295,0.654981732635837,0.925591325473404,-6.02132112579527,FALSE
"ACSL5",0.470917404780225,-0.144894364921184,0.905118659374392,0.385072665102778,0.811202527674572,-5.71957792557764,FALSE
"ACSL6",0.469111769616288,-0.091939408727011,1.18340933906329,0.261943086387707,0.736663052038281,-5.44624701057237,FALSE
"ACSM1",0.630406573266529,-0.116710884087943,2.87452155260646,0.0153214111887784,0.32522322162901,-2.98159776786356,FALSE
"ACSM2A",-5.55111512312578e-17,-0.146963454418323,-1.37582448986823e-15,0.999999999999999,1,-6.13014817275511,FALSE
"ACSM2B",-0.0491010835847452,-0.127939455636862,-0.706530174211963,0.494760911132976,0.856542782196061,-5.87626679215052,FALSE
"ACSM3",0.13135617609402,-0.37181219210005,0.399677357116187,0.697154361289984,0.939717661067349,-6.04759548788128,FALSE
"ACSM4",0.443492813007015,0.0123073113679318,1.26666005789502,0.231809358231795,0.724756771855234,-5.35354792898674,FALSE
"ACSM5",0.0709247220948099,-0.288294794320467,1.14256457544686,0.277820927857457,0.746546084404367,-5.48998000318109,FALSE
"ACSM6",0.418245004559038,0.0178745318923062,2.74932711963385,0.019140520535184,0.35445202320533,-3.18667165908664,FALSE
"ACSS1",0.669337260254711,-0.414548638015233,1.3553482889371,0.202866418279882,0.704884927598987,-5.24979556277559,FALSE
"ACSS2",1.71770766871418,-0.223318071124109,3.97999967075592,0.00221987347023438,0.166208591817379,-1.18621771136339,FALSE
"ACSS3",-0.635472548727348,-0.0967027574822541,-0.94615938682665,0.364675316337935,0.799502716065202,-5.68304431234999,FALSE
"ACTA1",-0.094738959917611,-0.136448252693458,-0.541348670202493,0.599213347587566,0.904045257265023,-5.97965423150858,FALSE
"ACTA2",-0.134466136222101,-0.673105383902897,-0.50897163004137,0.62096899400669,0.912142446632882,-5.99690338412603,FALSE
"ACTB",-0.129435236749794,-0.133245138490412,-0.213428605706159,0.834952570525374,0.993816235303941,-6.10647850920184,FALSE
"ACTBL2",0.748332680195451,-0.00648237317987709,1.49280066316836,0.164003543275263,0.67069440626583,-5.07957733777622,FALSE
"ACTC1",0.0214667570915485,-0.249548535646006,0.236053509207164,0.817790614501733,0.987946741168689,-6.10120837797115,FALSE
"ACTG1",-0.384500754095287,-0.0549649598811544,-1.13643014923882,0.280269110459629,0.747719923819837,-5.49644589585782,FALSE
"ACTG2",0.0760525511956787,-0.485074693222597,0.996110842493644,0.340906221057531,0.787668014823302,-5.63675234412458,FALSE
"ACTL10",0.480411797138905,-0.539617919307206,1.56621040528933,0.14599764251123,0.653020594162025,-4.98434880611122,FALSE
"ACTL6A",0.118409399509775,-0.0126663506738687,0.14760559904723,0.885362929614491,1,-6.11881401522919,FALSE
"ACTL6B",0.0772381449124548,-0.161326681693102,0.969533973950161,0.353408440876042,0.793933080237691,-5.66162884187234,FALSE
"ACTL7A",-0.667923541519335,0.104604086646052,-1.49088495078363,0.164498035447075,0.67179836299966,-5.08202372995553,FALSE
"ACTL7B",0.39469622080443,0.0990887865836122,1.10402941029251,0.293478149144128,0.758349529749613,-5.53014634612478,FALSE
"ACTL8",0.00993693966438836,-0.204451979294478,0.05169309705555,0.959713243559804,1,-6.12875678269444,FALSE
"ACTL9",0,-0.0716392643423155,0,1,1,-6.13014817275511,FALSE
"ACTN1",0.141235482899357,-0.0165311583228205,0.339675381409488,0.740589239505772,0.958449021167282,-6.07039507332619,FALSE
"ACTN2",0.0233238961444454,-0.348273952148461,0.172032608708455,0.866580616600478,1,-6.11475805914646,FALSE
"ACTN3",0.017974227032019,-0.154284264177629,0.291637020145273,0.776067789028893,0.973829835697412,-6.08603702098919,FALSE
"ACTN4",-0.0334520676917673,0.171507520942562,-0.0778363802361491,0.939375956379933,1,-6.12699405347507,FALSE
"ACTR10",0.504634636164352,-0.0276882865613437,1.41613785269769,0.184814716153811,0.692963782341092,-5.17587129351528,FALSE
"ACTR1A",-0.214392461488355,0.0749402198218439,-0.407932307078252,0.69126227481681,0.937723315479152,-6.04417750647646,FALSE
"ACTR1B",1.18464079024733,-0.541501694782295,2.7288559541936,0.0198496653428431,0.361336384828397,-3.22011477161066,FALSE
"ACTR2",-0.409778190488731,0.130805169133031,-0.826118803990305,0.426540680281967,0.822351127028113,-5.78597608800366,FALSE
"ACTR3",-0.467232508683414,0.270962150814248,-0.908616394404579,0.383303707882575,0.81063589763942,-5.71651790849826,FALSE
"ACTR3B",0.52443794271502,0.528122417943762,1.44868562536187,0.175719770091321,0.683670804186962,-5.13539611383029,FALSE
