"Gene","Log2FC","AveExpr","t","P.Value","adj.P.Val","B","Log2Transformed"
"ADCY9",0.248869768285169,-0.161996136263846,0.676766806076139,0.508546648899248,0.883827552655636,-5.86818940139936,FALSE
"ADD1",-0.318518529931598,-0.142559650794694,-0.913582495889603,0.374115660530046,0.833089306674157,-5.71592134043633,FALSE
"ADD2",-3.04220181552668,0.471389084495021,-4.43427209289746,0.000390101184085774,0.0816967044971113,0.261880332166738,FALSE
"ADD3",0.43708132456842,-0.151490642807712,1.29852813389638,0.211992408465367,0.740640385460897,-5.31733989275564,FALSE
"ADGRA3",0.363189436872014,0.0281206428124706,0.949649441519929,0.361868634669333,0.827008244573595,-5.48167568703371,FALSE
"ADGRB1",NA,NA,NA,NA,NA,NA,FALSE
"ADGRD1",NA,10.9153529894798,NA,NA,NA,NA,FALSE
"ADGRE2",-0.324213248246722,0.40159226031055,-0.683874254160934,0.50356272801548,0.882258753154792,-5.89406827663739,FALSE
"ADGRE5",-0.283404718722888,0.334785463936624,-0.564188535612037,0.580227664593351,0.903086375703461,-5.96774870524766,FALSE
"ADGRF1",3.09276047461298,0.160807777294167,3.51613180288779,0.0088014282656548,0.303464799612447,-2.28798163928164,FALSE
