"Gene","Log2FC","AveExpr","t","P.Value","adj.P.Val","B","Log2Transformed"
"FNIP1",0.297087283873275,0.098089944552486,0.519872261907568,0.612255894392589,0.9113736905679,-5.84337362933317,FALSE
"FNTA",0.130583221142718,-0.183154167306465,0.406975613784388,0.689265487470053,0.935510525588741,-6.04377205410226,FALSE
"FNTB",0.608466079466598,-0.239972995664216,1.5330786600364,0.144237943029397,0.67235368608987,-5.01987405039623,FALSE
"FOCAD",-0.524550360976645,-0.0378137484391602,-2.21513709945092,0.0411609620243602,0.503103776406398,-3.96996321844892,FALSE
"FOLH1",NA,-0.434935618260288,NA,NA,NA,NA,FALSE
"FOLR1",-0.208696775925163,-0.236522886048687,-0.261979464542806,0.797029468615899,0.964574011207515,-6.00080249423874,FALSE
"FOLR2",-0.208696775925163,-0.236522886048687,-0.261979464542806,0.797029468615899,0.964574011207515,-6.00080249423874,FALSE
"FOPNL",0.569112309253817,0.058296117074852,1.20836634587136,0.253486144266387,0.775075988154143,-5.19508448263353,FALSE
"FOS",0.0792683046580528,-0.766987657727676,0.0874061174094964,0.932991133764097,0.988680816651779,-5.60277753545492,FALSE
"FOSB",NA,NA,NA,NA,NA,NA,FALSE
"FOSL1",-0.617268058310833,0.293416006231067,-0.937740343110557,0.361925372397701,0.827008244573595,-5.69447993163535,FALSE
"FOSL2",0.0312202200845767,0.576824231851758,0.0547298434584607,0.95701203870006,0.992130824300958,-6.12555966466715,FALSE
"FOXA1",0.958453845279981,0.443119598575548,1.26847089810132,0.223384374540723,0.753614666251982,-5.31499535446753,FALSE
"FOXA2",0.599908756365217,-0.231374626864267,0.479510939975417,0.647352468591223,0.925354006472305,-5.49368963336904,FALSE
"FOXC1",-0.455150911181223,-0.389900542369316,-0.824836083530498,0.432075141342606,0.851444013717687,-5.4353906743254,FALSE
"FOXC2",NA,-2.1377124377167,NA,NA,NA,NA,FALSE
"FOXD2",NA,NA,NA,NA,NA,NA,FALSE
"FOXD3",NA,NA,NA,NA,NA,NA,FALSE
"FOXE1",0.213971144908387,-0.0918670060116176,0.741542332140212,0.46880647869649,0.870529336190512,-5.85381190658766,FALSE
"FOXG1",NA,NA,NA,NA,NA,NA,FALSE
"FOXJ2",-0.163022134745433,-0.0359713017338879,-0.360400245008248,0.725096202415412,0.945789262876781,-5.87256131047956,FALSE
"FOXJ3",0.466488045357222,-0.239398787896856,1.82649858935309,0.0900115697117065,0.609322163749144,-4.52470606488016,FALSE
"FOXK1",0.0222100828658503,0.101826745828677,0.0904012978794045,0.929058522865818,0.988680816651779,-6.12294315979353,FALSE
"FOXK2",0.186006201049539,0.0425180327619408,0.508167009500503,0.618073875018647,0.91314471219166,-5.99757495984095,FALSE
"FOXM1",-0.800964386399328,-0.301056308115741,-1.76863063956449,0.0954681083778242,0.614698601399284,-4.68528387761311,FALSE
"FOXN3",NA,NA,NA,NA,NA,NA,FALSE
"FOXO1",-0.509052449997982,-0.587872682272613,-1.21420307514732,0.247161594095092,0.773340939275418,-5.27587962479541,FALSE
"FOXO3",-0.155947629685667,-0.189384688960379,-0.432521510876502,0.671738389689542,0.931176374767045,-5.96439896733157,FALSE
"FOXP1",0.603062676881158,-0.313468449311993,1.56352272581892,0.136936904656025,0.663617307179199,-4.97854776329487,FALSE
"FOXP2",NA,NA,NA,NA,NA,NA,FALSE
"FOXP4",0.700530551152468,-0.247791867603624,1.79318591178804,0.093862987531285,0.614694216647942,-4.59778070133169,FALSE
"FOXRED1",0.0098853849820836,-0.00141646527194633,0.0340708347883366,0.973230132881602,0.995947579491399,-6.12648705509182,FALSE
"FOXRED2",0.326849938750226,-0.01166580277492,1.07096030388767,0.304475515488212,0.799049710803922,-5.42482655609314,FALSE
"FPGS",0.486626078272127,0.0411454493902831,2.67500935887392,0.0163001571523479,0.374873124697629,-3.1509825459262,FALSE
"FPGT",0.210837352326557,-0.26645628936319,0.404878568019729,0.692425242948558,0.936914344003668,-5.89621904595816,FALSE
"FPR2",0.647829077552267,-0.657348507484164,0.77453838789709,0.487954337082339,0.876266660030099,-4.99858487937015,FALSE
"FPR3",NA,NA,NA,NA,NA,NA,FALSE
"FRA10AC1",-0.965934260667957,-0.0310403721602089,-3.71548053051445,0.00244943829378796,0.181241994557129,-1.33055627064701,FALSE
"FRAS1",1.20527740852419,-0.2884274553445,1.807924289409,0.0889132638152706,0.609322163749144,-4.62631863176962,FALSE
"FREM1",0.00948764014506455,0.0404431595790416,0.0165106094740703,0.987412387126898,0.997395494485399,-5.40965350909079,FALSE
"FREM2",-0.594339815977624,0.262219942420446,-1.76951177804042,0.0994274508146373,0.619397185601622,-4.60723061077841,FALSE
"FRG1",-0.697063242004716,-0.167762747378747,-1.72760493142972,0.102759170620462,0.624542368296911,-4.74592752478507,FALSE
"FRK",1.67859387213905,0.198996097538893,4.27284778022923,0.000625123463677465,0.0970702279865359,-0.146858090469224,FALSE
"FRMD3",NA,1.22842728290272,NA,NA,NA,NA,FALSE
"FRMD4A",-0.425589616850958,-0.144169692393861,-1.63839158070967,0.12029840734757,0.647849140467807,-4.87443032342732,FALSE
"FRMD4B",2.5476596390431,-0.214647317038194,2.43840161687379,0.0427332649439777,0.510903204832342,-3.56107461141018,FALSE
"FRMD5",0.614477566412538,0.180175348307763,1.07072943097843,0.306301800056945,0.799049710803922,-5.31297494796128,FALSE
"FRMD6",0.131214261413107,0.253743322559905,0.379406516045313,0.709542897208856,0.939213644102249,-6.02389136319818,FALSE
"FRMD8",0.356797221946773,0.261959221881293,1.4513198459413,0.165470192345838,0.698605901400966,-5.12785639032911,FALSE
"FRMPD1",0.840626297531178,-0.298100809200067,0.778749863247142,0.463643091949306,0.866797838952517,-5.16583685514146,FALSE
"FRMPD3",0.373349460090704,-0.172462528113494,0.879225355700449,0.395903866918753,0.842160870708399,-5.56920812896812,FALSE
"FRRS1",1.10363964880688,-0.212433527543897,2.49208832576412,0.0244817896150783,0.433699040374004,-3.47289274479556,FALSE
"FRS2",0.353519371464318,-0.193671011754537,0.992154038807872,0.343494624742118,0.820763558911136,-5.40884052909308,FALSE
"FRY",-0.222699721178819,0.0394874071895608,-0.559837971502053,0.586355417218043,0.905221523970892,-5.78147849361461,FALSE
"FRYL",-0.293280991078298,0.24064988207704,-0.818395367529494,0.424813449294937,0.849721295236156,-5.79546394162857,FALSE
"FSBP",-0.43298393541815,-0.731069997151167,-0.594770875690188,0.572193282707948,0.902106526791811,-5.43469240084705,FALSE
"FSCN1",-0.367191811893379,0.281533685588525,-0.78690521891207,0.44251295236514,0.857254705556016,-5.82001463900559,FALSE
"FSD1",-2.98590959263247,-0.586191566193817,-2.20750607076898,0.0451780116037779,0.513305255071955,-3.92887150728583,FALSE
"FSD1L",0.600250794902837,-0.199421092694133,0.77358521287797,0.454822474742322,0.861287836488166,-5.64299703139234,FALSE
"FSIP2",-0.543801166442082,0.0411039112367087,-1.19849405628826,0.272763955566114,0.789504816223995,-4.96585039894829,FALSE
"FST",-0.870663297227754,0.417531659481173,-0.637222949514611,0.543005707841396,0.893519185222116,-5.50555294753318,FALSE
"FSTL1",-0.485227419798574,-0.163377307239291,-0.73134707318041,0.474843778865815,0.870905299057873,-5.8611507098967,FALSE
"FSTL3",0.597975451097162,0.737656258488937,0.691140425552904,0.510374712098371,0.884647100463987,-5.42266809808156,FALSE
"FSTL4",NA,NA,NA,NA,NA,NA,FALSE
"FSTL5",NA,NA,NA,NA,NA,NA,FALSE
"FTCD",NA,NA,NA,NA,NA,NA,FALSE
"FTH1",-0.0182666825524667,-0.18683355630224,-0.0480693074966321,0.962239037735336,0.993197577822634,-6.12590577908227,FALSE
"FTL",-0.876104938149817,-0.036929357233396,-2.19044128651972,0.043195461062908,0.510903204832342,-4.01187669075911,FALSE
"FTO",-0.36118830451223,0.0959080714429073,-1.25448589743231,0.227175322280393,0.756863045196502,-5.3688314173913,FALSE
"FTSJ1",-0.203568886926235,-0.244662503670727,-0.481301941740135,0.636633506222136,0.92111343912061,-6.01080838391652,FALSE
"FTSJ3",-0.555746718489274,0.351910860368817,-1.85884600847719,0.0810100396302815,0.59982248953919,-4.54865823171474,FALSE
"FUBP1",0.0247030168618449,0.0873354592596288,0.0932172082461056,0.926855442762573,0.988680816651779,-6.12268188539692,FALSE
"FUBP3",0.126578143161941,0.189338824774983,0.621047183758314,0.543067961118036,0.893519185222116,-5.934422980933,FALSE
"FUCA1",0.584586424673935,0.243565761453429,1.18553006012731,0.25262967598807,0.774108442959554,-5.44651534126918,FALSE
"FUCA2",-0.169105249985426,0.1265556321511,-0.458308806506403,0.652719321356074,0.926921083024729,-6.02158008513372,FALSE
"FUK",-0.444252040796352,0.028571924160141,-1.13731761188391,0.271680103476579,0.788179384395345,-5.49864906448544,FALSE
"FUNDC1",NA,-0.194257290684831,NA,NA,NA,NA,FALSE
"FUNDC2",-0.0165067058071514,-0.0728996767641468,-0.0433298702791354,0.965959508506393,0.994387371350123,-6.12612475959525,FALSE
"FUOM",NA,-0.726228002538824,NA,NA,NA,NA,FALSE
"FURIN",1.75356537510302,0.276304605696393,2.48260026777364,0.0249483615172868,0.433699040374004,-3.48959371088497,FALSE
"FUS",-0.357832250428441,-0.0236488857751971,-1.34723401515643,0.196147283772695,0.728756824383277,-5.25873783412813,FALSE
"FUT1",NA,0.667305159420968,NA,NA,NA,NA,FALSE
"FUT11",-0.392381718421949,0.106012004179739,-0.984063329590981,0.343790660180402,0.820763558911136,-5.50770529812293,FALSE
"FUT3",1.30096770517842,-0.799465343779755,2.07282086245678,0.0801582349177885,0.597973543790245,-4.01886570283295,FALSE
"FUT4",-0.672069007719861,0.0379111900419543,-1.40946812791688,0.194332367839853,0.728587597315874,-4.87289392064916,FALSE
"FUT8",0.984619541934279,0.18832871073897,2.37120647188159,0.0302260232094866,0.45712195594594,-3.69973224767591,FALSE
"FXN",-0.473727815482987,0.00365658646705986,-1.22371590589946,0.238276596873976,0.766867544049552,-5.40394390575781,FALSE
"FXR1",-0.466410300624459,-0.0929877507197112,-1.60525336333355,0.127437490181147,0.657155439311104,-4.92094430913474,FALSE
"FXR2",-0.387716294030879,0.299616002081993,-2.06580683550019,0.0549488356500723,0.541140379562386,-4.21954179228466,FALSE
"FXYD6",NA,-0.0735154088223859,NA,NA,NA,NA,FALSE
"FYB1",2.41863703003555,0.0408038052765957,1.48010129955108,0.175046020437323,0.709720721458856,-4.79210604083819,FALSE
"FYCO1",0.180156386538313,0.0273224443359691,0.431261148650032,0.671869636678651,0.931176374767045,-6.03359361042072,FALSE
"FYN",-0.172333912200485,-0.0865377215046495,-0.735890552734193,0.472147529040765,0.870529336190512,-5.85789191088488,FALSE
"FYTTD1",-0.320229830692425,-0.0633833608840974,-0.885701232859536,0.388526188729535,0.841029089624645,-5.7400411619134,FALSE
"FZD1",0.0670710240431973,0.0778122988763258,0.122685030367901,0.904044044544474,0.988014035597029,-6.02775519245918,FALSE
"FZD2",-0.405487111751598,0.894975313168019,-0.481254920156646,0.641259084153942,0.923285603810086,-5.69023041855975,FALSE
"FZD4",NA,NA,NA,NA,NA,NA,FALSE
"FZD6",0.10471188613908,0.293632059135878,0.334677439166876,0.742092331093788,0.949207093888993,-6.07064448848642,FALSE
"FZD7",-0.278276510314073,-0.228595260638936,-0.745919575632066,0.467660239706631,0.869984941866516,-5.78247589117913,FALSE
"FZD8",NA,0.974739390750009,NA,NA,NA,NA,FALSE
"FZR1",1.6869964564381,0.375477404767339,3.64709078597256,0.00208440381988927,0.165327713052368,-1.27923938147759,FALSE
"G3BP1",-0.157419841425702,0.0553021265979553,-0.779850633991745,0.446540529761512,0.858196997265599,-5.82539269538243,FALSE
"G3BP2",0.17195477894013,0.0200914790265391,0.709379650387931,0.488009612048298,0.876266660030099,-5.87664038660467,FALSE
"G6PC3",-0.397245673978967,0.0369492162137773,-0.577779558464593,0.574578789487505,0.902473560658845,-5.75292820807053,FALSE
"G6PD",0.395011378895521,0.397633241813239,1.17958241024503,0.254923398057003,0.776604162359341,-5.45304488656612,FALSE
"GAA",0.454573943013996,0.113023078824483,1.22284327180494,0.238597433320932,0.766867544049552,-5.40492922997129,FALSE
"GAB1",0.699560878551373,-0.107987182668566,2.5737690129252,0.0200670030176066,0.409734818526284,-3.33678758164357,FALSE
"GAB2",-0.174196150337313,-0.87497074640469,-0.340993281567329,0.738784556736502,0.94829604355337,-5.92005228991788,FALSE
"GABARAPL1",-0.268428194902268,-0.056186027597272,-0.791463941799428,0.439922422205943,0.855621255940292,-5.81651549955956,FALSE
"GABARAPL2",0.273717765774637,-0.18653433849809,0.51604224888987,0.612682656547408,0.9113736905679,-5.9935638612821,FALSE
"GABPA",0.0355949625629411,-0.0364158068155121,0.199296816976618,0.844470009910387,0.97703499133752,-6.10701778640258,FALSE
"GABPB1",-0.810568046698168,-0.491062767697158,-1.33458481746914,0.200168506540674,0.729539763507745,-5.27412232891669,FALSE
"GABPB2",-0.810568046698168,-0.491062767697158,-1.33458481746914,0.200168506540674,0.729539763507745,-5.27412232891669,FALSE
"GADD45GIP1",0.0490599278385029,0.0544076593216665,0.206049314202358,0.83927762614693,0.976182239012026,-6.10563755447356,FALSE
"GAGE12F",NA,-2.26550389255073,NA,NA,NA,NA,FALSE
"GAGE2A",6.23639265919414,-3.9217549956334,2.01804595913231,0.0866879664157188,0.607932279295339,-4.08166453537673,FALSE
"GAK",0.0138972377073083,0.09206250754587,0.0492685365850186,0.961297778725081,0.993197577822634,-6.12584677083768,FALSE
"GAL3ST1",NA,NA,NA,NA,NA,NA,FALSE
"GAL3ST2",NA,-0.482837020931157,NA,NA,NA,NA,FALSE
"GAL3ST3",NA,-0.482837020931157,NA,NA,NA,NA,FALSE
"GALC",0.463746017129016,0.888770495462582,0.560743108264957,0.582520734910458,0.904166000617739,-5.96966963564875,FALSE
"GALE",0.386863697488496,-0.310345169507911,1.11743327620894,0.279843430713911,0.790082925383065,-5.51961713693958,FALSE
"GALK1",-0.237130192030134,-0.256447503617197,-0.836188325437881,0.415015263082425,0.847365071559026,-5.78120108115954,FALSE
"GALK2",-0.3762199537328,-0.217163949774018,-1.05869272374581,0.305019014393436,0.799049710803922,-5.57970640453103,FALSE
"GALM",1.13328995461179,0.116648348072931,3.02665943677751,0.00781913322521834,0.303464799612447,-2.48798997482881,FALSE
"GALNS",0.0914929864059148,0.262341811101277,0.335774194493024,0.741280124514476,0.948869542873807,-6.07027535779249,FALSE
"GALNT1",-0.00319140269082371,-0.195543861823965,-0.00964493554070542,0.992420426945361,0.998889613688706,-6.12702689574812,FALSE
"GALNT10",0.267615160334503,0.74515440516477,0.690638072108025,0.499410465590024,0.880025151655505,-5.88950501756328,FALSE
"GALNT11",0.324963442051457,0.120228214298829,0.969110519462945,0.346505946230834,0.821209306180525,-5.66589253887374,FALSE
"GALNT12",1.96527423084256,0.0465689289059944,4.95679137279166,0.000236048113547953,0.0743551557676052,0.766828821130497,FALSE
"GALNT13",1.18061174938237,0.56608438695656,3.62249518255838,0.00219708300225587,0.168214167360215,-1.32759117546092,FALSE
"GALNT14",-0.430540796410484,0.542108051181696,-0.5919696483867,0.565355317428768,0.899986690796845,-5.74480422107267,FALSE
"GALNT15",0.612935716977558,0.510601775237291,1.63124559280921,0.121808312484341,0.648964670936787,-4.88451762818324,FALSE
"GALNT16",-2.33889270897423,0.47370262320279,-2.63295822477805,0.0241623602483286,0.433699040374004,-3.25104926831197,FALSE
"GALNT17",-2.33889270897423,0.47370262320279,-2.63295822477805,0.0241623602483286,0.433699040374004,-3.25104926831197,FALSE
"GALNT2",0.652653689887183,0.0473933369634824,2.57407220186088,0.0200545712822978,0.409734818526284,-3.33623520274554,FALSE
"GALNT3",2.73788099772725,0.196022340105433,6.42348221699612,7.32852477650302e-06,0.0257007963515613,3.86271959274269,FALSE
"GALNT4",0.527201334908727,0.120825947595764,1.47073459668428,0.160207874805094,0.693270826229951,-5.10261751630266,FALSE
"GALNT5",0.582292937091498,-0.0883045051042943,1.06533937623689,0.30306638794284,0.799049710803922,-5.5340873833901,FALSE
"GALNT6",1.86019911266785,0.740853605201166,2.89235783984355,0.0108924539956784,0.321955242097464,-2.74917071424312,FALSE
"GALNT7",1.18061174938237,0.56608438695656,3.62249518255838,0.00219708300225587,0.168214167360215,-1.32759117546092,FALSE
"GALNT8",1.45937764175734,0.584115915242271,1.79123845027316,0.119838296563761,0.647019868217281,-4.33964661293276,FALSE
"GALT",0.451684437768824,-0.404810863236224,1.31928099238086,0.205121265797662,0.736392691442274,-5.29258108034314,FALSE
"GAMT",0.0376402103823881,0.116861431342284,0.085480156153764,0.932910086788908,0.988680816651779,-6.12338054749382,FALSE
"GAN",0.485028407853969,0.0938087744054528,1.12414632986095,0.277067293170143,0.789629057913826,-5.51257335508223,FALSE
"GANAB",0.00872606603088374,-0.018685742491923,0.0424262509603932,0.966668946759884,0.994450418776497,-6.12616393324969,FALSE
"GANC",-0.499933648622023,-0.690082427042005,-0.565697582076771,0.594015427038796,0.907569301982085,-5.2627543574942,FALSE
"GAP43",-0.593360572943983,-0.439563758957394,-0.516753190006424,0.612636041271142,0.9113736905679,-5.95282858535804,FALSE
"GAPDH",-0.168411086145246,-0.0320272607453414,-0.540163933013458,0.596312492236179,0.908839525779313,-5.98090742058369,FALSE
"GAPDHS",-0.0935949399207269,-0.0763126344693923,-0.30069017573186,0.767412968118095,0.956743996573016,-6.08149250938749,FALSE
"GAPVD1",0.0129152800532628,-0.133303640850978,0.0488320473143232,0.961640366614562,0.993197577822634,-6.12586841660389,FALSE
"GAR1",-0.580226308558347,0.18035127956451,-2.2970955190929,0.0350278711294611,0.478715183647038,-3.8291687825446,FALSE
"GAREM1",-2.7858351628401,0.172565328581772,-1.87835295733625,0.114109488553961,0.639581652927008,-4.22579408967723,FALSE
"GARS",-0.323166828068779,-0.220842706677135,-1.40242930214687,0.179352876046193,0.71714024264747,-5.19027425342383,FALSE
"GART",-0.52887514328746,-0.169543522882249,-1.98351717534405,0.0642352431107257,0.563848372050757,-4.35288141712166,FALSE
"GAS1",NA,NA,NA,NA,NA,NA,FALSE
"GAS2",NA,0.256316747629088,NA,NA,NA,NA,FALSE
"GAS2L1",-0.120090722840057,0.17540143211431,-0.288607941183969,0.778513993772892,0.959663700211123,-5.84133443997729,FALSE
"GAS2L3",0.549686459075169,-0.292769186721454,0.608185893094316,0.567429638124344,0.900237565144045,-5.24071997064725,FALSE
"GAS6",-0.13557220346737,-0.64327047146853,-0.268880827256445,0.792417885509306,0.962761892575066,-5.9421348408232,FALSE
"GAS7",-0.977449094062257,-0.759200009542315,-1.88480269562271,0.0783827370426586,0.597311045800016,-4.47945180562807,FALSE
"GATA1",NA,NA,NA,NA,NA,NA,FALSE
"GATA2",-0.472785192048489,-1.0396903275727,-0.973171360820474,0.350542053832423,0.823152136565537,-5.4606547478363,FALSE
"GATA3",-0.674828203354301,-0.66591368355837,-1.49118529955166,0.165408949664611,0.698605901400966,-4.87071208124153,FALSE
"GATA4",NA,-1.04162587673742,NA,NA,NA,NA,FALSE
"GATA6",-0.194877556169693,-0.352486666343536,-0.530279477276451,0.608124303800461,0.910529483614497,-5.69466556598307,FALSE
"GATAD1",-0.176363948292608,0.235503973125178,-0.679323997930323,0.506367278262858,0.883059038729518,-5.89711433107516,FALSE
"GATAD2A",0.512366303370375,-0.181271072426092,1.83269368288958,0.0849877721383018,0.606830105980209,-4.58871602920278,FALSE
"GATAD2B",-0.102968664282583,-0.194299690145394,-0.362485129304465,0.721598631002656,0.943727746951873,-6.06091821768194,FALSE
"GATB",-0.0393240369201103,0.0720333384823168,-0.214688010584106,0.832646003303609,0.973801378651713,-6.10380510009519,FALSE
"GATC",0.0585404136441357,0.112451529661552,0.17595139215275,0.862477148662173,0.980287356447486,-6.11143695266423,FALSE
"GATD1",0.114348152719771,-0.161411205338426,0.408374127363124,0.690518394236177,0.936173794448334,-5.83538108386982,FALSE
"GATD3A",0.056911685929695,0.104259585818545,0.181667525792026,0.858060456251147,0.979933307742618,-6.11040553331691,FALSE
"GATM",1.40333289402928,0.503072775976449,2.91680386400489,0.00985340629346513,0.306010716578741,-2.69761994277841,FALSE
"GBA",0.0847079308269175,-0.197215725285351,0.380094562152423,0.708731768456939,0.939213644102249,-6.05436444771164,FALSE
"GBA2",0.436331406901512,-0.00266107104607358,1.16721112645814,0.260800102869728,0.779642389950854,-5.43724990371712,FALSE
"GBE1",-0.226927090574483,-0.0985278728479562,-0.71846709245175,0.482537222672044,0.872958505763465,-5.87028627300736,FALSE
"GBF1",0.148832144142961,0.156197002709502,0.743904422532414,0.467414375786033,0.869984941866516,-5.85209809662057,FALSE
"GBP1",0.886263800054248,-0.035188580531503,1.19033750832133,0.251858293145314,0.773753137799412,-5.41205403671234,FALSE
"GBP2",0.835943057684969,-0.276649779550069,1.36960585683171,0.1916885725036,0.726742266799241,-5.16908886504013,FALSE
"GBP3",-0.0323488199502597,0.302627867562373,-0.0815493773324098,0.935987775706292,0.988680816651779,-6.12371234530431,FALSE
"GBP4",0.429431468142531,-0.65764286264448,0.65917433811422,0.521769298179105,0.887052466587575,-5.76266889835006,FALSE
"GBP5",NA,-1.35077199087735,NA,NA,NA,NA,FALSE
"GBP6",1.53283407721026,0.318743144731655,1.16844960119785,0.271193158984448,0.788061301476946,-5.16696948791204,FALSE
"GC",0.0133571209178776,-0.203927140167854,0.0553936001098944,0.956491248043676,0.992033491033069,-6.12552271596427,FALSE
"GCA",-0.0204431656627969,0.0640237272497947,-0.0539812178796866,0.957599442499862,0.992435970441905,-6.12560080341379,FALSE
"GCAT",0.77103970747443,-0.261036427752008,1.78451145140035,0.092769589293958,0.61207942667019,-4.66155521162764,FALSE
"GCC1",0.33441762619289,0.171496445497291,1.52759241576329,0.145587750926838,0.674797967848275,-5.02725780511581,FALSE
"GCC2",0.00583859135196127,0.231061953819817,0.0242012054860435,0.980982886904993,0.997189902852448,-6.1267778127479,FALSE
"GCDH",0.248884153787583,-0.274438332512772,0.618691316461405,0.544581585650486,0.894186348792735,-5.93586439132552,FALSE
"GCFC2",-0.00235957084476374,-0.121866539872314,-0.00896446044266997,0.992955169618074,0.998889613688706,-6.12703329805246,FALSE
"GCG",NA,NA,NA,NA,NA,NA,FALSE
"GCH1",NA,-1.01522164457401,NA,NA,NA,NA,FALSE
"GCHFR",0.496073704016677,-1.04586668048322,0.587655942037707,0.567251456988491,0.900237565144045,-5.77487161321235,FALSE
"GCK",-0.728478309067275,-0.31203334055837,-2.25677322867584,0.0379305243286271,0.49414606690358,-3.89875666585416,FALSE
"GCKR",0.305406436713568,-0.233646311572871,0.894077271708687,0.384158609580971,0.838516862132292,-5.73286600716754,FALSE
"GCLC",-0.456844529943098,0.519106355463495,-0.722681713986029,0.480011629331289,0.872660351192046,-5.86731362230915,FALSE
"GCLM",-0.522268097276134,0.249685002752177,-1.21200609681307,0.242609677721649,0.769824315152301,-5.41711749348767,FALSE
"GCN1",-0.113868567829703,-0.00737363947194713,-0.280178378957903,0.782828899316318,0.960138904768318,-6.08748421780844,FALSE
"GCNT1",-1.32049541742608,-0.0109628231829372,-0.88491449741966,0.403780092943163,0.844559955359206,-5.2836589824872,FALSE
"GCNT2",NA,-1.02227729498885,NA,NA,NA,NA,FALSE
"GCNT3",7.85956782413037,-1.99207195536089,2.21912315551765,0.0554425998061585,0.541892431616044,-3.81551253662085,FALSE
"GCSAM",NA,NA,NA,NA,NA,NA,FALSE
"GCSAML",NA,0.107271916966594,NA,NA,NA,NA,FALSE
"GCSH",0.418316812958844,0.522975592736556,1.06293821720409,0.30522620064727,0.799049710803922,-5.50915725843112,FALSE
"GDA",-0.359430228149034,-0.148826067073349,-0.825523216477721,0.420870669814633,0.848789352171921,-5.78978400221612,FALSE
"GDAP1",-0.0160188281017894,0.435432260295919,-0.0360382923855538,0.971684967966865,0.995538044608608,-6.12641732179524,FALSE
"GDAP2",-0.42367516057234,0.00828611906529932,-1.36643750708908,0.190166375407253,0.725964088942162,-5.23516268716392,FALSE
"GDE1",0.0986391977084591,0.257517588797857,0.338476584500665,0.739864801074886,0.94829604355337,-6.00068308731795,FALSE
"GDF1",-0.357697846409013,-0.0383002238181718,-0.688872117025277,0.505879639575671,0.883059038729518,-5.64882981747695,FALSE
"GDF10",NA,NA,NA,NA,NA,NA,FALSE
"GDF15",0.357913895526071,0.0792271147418931,1.1470342075037,0.267756434950154,0.785211411684437,-5.4882889373689,FALSE
"GDF6",NA,NA,NA,NA,NA,NA,FALSE
"GDI1",-0.296564747505175,-0.313037794819632,-0.87538137391173,0.393952623467638,0.842160870708399,-5.74879738402777,FALSE
"GDI2",-0.749022699005222,-0.431788406448698,-1.74172707086141,0.100196462918047,0.619397185601622,-4.72516012310585,FALSE
"GDNF",-0.0287298402551787,-0.0572708192340384,-0.122568253568524,0.903932015937604,0.987989538585514,-6.11948215886046,FALSE
"GDPD1",-0.220234428450682,0.360058389810849,-0.821941369765375,0.422849031231687,0.849291115895745,-5.79264390159139,FALSE
"GDPD3",1.98767595745005,0.0289353573385115,2.62646300576646,0.0187048399014403,0.393047738565161,-3.23384668626489,FALSE
"GDPGP1",0.0649488744097665,-0.310644831093522,0.191484364926886,0.850636503961145,0.978123063616864,-6.06805996272774,FALSE
"GEMIN2",0.103441244908322,0.104463936296095,0.454545700284222,0.655369138939562,0.92800472088475,-6.02329415046985,FALSE
"GEMIN4",-0.0552979173181875,0.0390512977587289,-0.241734654819865,0.811969550559358,0.969567845761088,-6.0975844660683,FALSE
"GEMIN5",-0.343069205302906,0.0522973484222598,-1.32607636916416,0.202910187225173,0.73288462416019,-5.28440576188808,FALSE
"GEMIN6",0.0524858481606809,-0.013625609626093,0.223265438933775,0.826074271266293,0.972164422069372,-6.10191163521706,FALSE
"GEMIN7",0.0445211079280958,0.11732275839376,0.165627326694221,0.870741827827771,0.981231122791341,-6.0445383234188,FALSE
"GEMIN8",0.161172613071326,0.0893945371533594,0.590996562713698,0.562545488780573,0.899893211521448,-5.95241711999484,FALSE
"GEN1",1.16780877471139,0.156443604506709,1.76367771156526,0.144955704994727,0.673125726900935,-4.30014969960416,FALSE
"GET4",0.0136275315565488,0.0715914100597874,0.038413397429101,0.969819807938522,0.994972207374734,-6.126327926782,FALSE
"GFAP",NA,0.719080753355405,NA,NA,NA,NA,FALSE
"GFER",-0.189955129992125,0.324302771083624,-0.872107427496941,0.39568457780928,0.842160870708399,-5.75155583231693,FALSE
"GFI1",NA,-0.970014242254761,NA,NA,NA,NA,FALSE
"GFI1B",NA,NA,NA,NA,NA,NA,FALSE
"GFM1",0.350782652372278,0.0986657606505633,1.54989387204396,0.140165976426898,0.666377701641461,-4.99712180256408,FALSE
"GFM2",-0.230496062250241,0.370953686087303,-0.900664026093253,0.380747181242186,0.837995511286215,-5.72718078488047,FALSE
"GFOD1",0.637043301839896,-0.106731386245045,1.78743100534105,0.105841761071373,0.629470082635142,-4.43816091618087,FALSE
"GFOD2",0.210034201420813,-0.0473333622577377,0.479900632420996,0.640317942930441,0.923285603810086,-5.803874447905,FALSE
"GFPT1",0.48406664819661,-0.18398491210677,1.47918315169035,0.157961459371166,0.691862055663685,-5.0915553536659,FALSE
"GFPT2",0.0518748590864981,0.258967816611092,0.062139767167648,0.951301630051758,0.990658399104622,-6.05644956090756,FALSE
"GFRA1",-0.704871938209877,0.620024499981452,-0.604094702014637,0.561606050311652,0.899553138187685,-5.58459084021144,FALSE
"GFRA2",NA,NA,NA,NA,NA,NA,FALSE
"GFRA3",NA,NA,NA,NA,NA,NA,FALSE
"GGA1",0.202343350264864,-0.158555280805689,0.700577264706727,0.493345078674122,0.878487537038928,-5.88272283333475,FALSE
"GGA2",-0.135382807304856,-0.0594352288665591,-0.426168240489727,0.675502245236829,0.93254281264556,-6.03577590208016,FALSE
