"Gene","Log2FC"
"ABHD4",0.769202626544138
"ABHD5",0.620658774933982
"ABHD6",-0.0293835357497443
"ABHD8",0.689477820759805
"ABI1",0.347161989764869
"ABI2",0.00657807037366606
"ABI3",-0.0704623797824369
"ABI3BP",-0.00246668053946475
"ABL1",-0.0193355672988915
"ABL2",-0.0822053769995964
"ABLIM1",0.666461014937335
"ABLIM2",0.742343107689655
"ABLIM3",0.850233654851938
"ABO",1.44431725662043
"ABR",0.180416772228485
"ABRA",0.297207238140008
"ABRACL",0.355708319036421
"ABRAXAS1",-0.0391767503835576
"ABRAXAS2",-0.491094534031126
"ABT1",-0.0811868936969826
"ABTB1",0.783828288484537
"ABTB2",1.71104066940991
"ACAA1",1.27625048200442
"ACAA2",-1.04586472689996
"ACACA",0.247841834637907
"ACACB",-0.05739434928143
"ACAD10",0.433322743353785
"ACAD11",0.476820702196595
"ACAD8",1.15581836314357
"ACAD9",0.0438628107979658
"ACADL",-0.177292260624774
"ACADM",-0.135385137348471
"ACADS",0.873158771990673
"ACADSB",-0.211748255700237
"ACADVL",0.260659301887742
"ACAN",0.099024802529895
"ACAP1",1.10779852053501
"ACAP2",0.601354932288178
"ACAP3",0.0167256328792718
"ACAT1",-0.339814550816191
"ACAT2",0.0928308139452011
"ACBD3",0.540165912946659
"ACBD4",0.545082192313884
"ACBD5",0.228658229904259
"ACBD6",-0.920983848768214
"ACBD7",0.0873273006648311
"ACCS",-0.131412984080292
"ACCSL",0.0224621914976203
"ACD",0.195770328592975
"ACE",0.648433422131843
"ACE2",1.00067681275905
"ACER1",0.080542290659603
"ACER2",-0.151492623344681
"ACER3",0.121343056965497
"ACHE",0.500217249698846
"ACIN1",0.129787448625176
"ACKR1",-0.00383902301390127
"ACKR2",0.40965788907411
"ACKR3",0.762297466643221
"ACKR4",-0.0849918039643973
"ACLY",-0.0100473540470213
"ACMSD",0.0640573456567877
"ACO1",-0.458324883456871
"ACO2",0.802835885612713
"ACOD1",0.0665673232346323
"ACOT1",0.288085651885128
"ACOT11",1.29548331554347
"ACOT12",-0.0858096156751927
"ACOT13",-0.0647013146731824
"ACOT2",0.051494309955436
"ACOT4",1.3680893213391
"ACOT6",0.40743374699358
"ACOT7",-0.87307340792864
"ACOT8",1.67449420668619
"ACOT9",-1.05053067027286
"ACOX1",0.696151140372308
"ACOX2",-0.137761243995857
"ACOX3",0.413986947663265
"ACOXL",1.17498659159717
"ACP1",-0.307086959013702
"ACP2",0.256666228654852
"ACP4",-0.123885064545693
"ACP5",0.914709780741431
"ACP6",0.997475622428153
"ACP7",1.29765660492275
"ACPP",1.71270972303021
"ACR",0.823230952887763
"ACRBP",0.436796613275768
"ACRV1",0.443957864232638
"ACSBG1",0.647901729371777
"ACSBG2",0.62739877300992
"ACSF2",1.59344206509381
"ACSF3",0.426085017313632
"ACSL1",0.908675553322147
"ACSL3",0.662702546697346
"ACSL4",-0.281520823687135
"ACSL5",0.470917404780225
"ACSL6",0.469111769616288
"ACSM1",0.630406573266529
"ACSM2A",-5.55111512312578e-17
"ACSM2B",-0.0491010835847452
"ACSM3",0.13135617609402
"ACSM4",0.443492813007015
"ACSM5",0.0709247220948099
"ACSM6",0.418245004559038
"ACSS1",0.669337260254711
"ACSS2",1.71770766871418
"ACSS3",-0.635472548727348
"ACTA1",-0.094738959917611
"ACTA2",-0.134466136222101
"ACTB",-0.129435236749794
"ACTBL2",0.748332680195451
"ACTC1",0.0214667570915485
"ACTG1",-0.384500754095287
"ACTG2",0.0760525511956787
